molecule_chembl_id,M,N
CHEMBL102611,1,3705
CHEMBL102614,2,3705
CHEMBL10263,1,3705
CHEMBL102631,1,3705
CHEMBL102632,2,3705
CHEMBL102633,1,3705
CHEMBL102636,2,3705
CHEMBL102645,2,3705
CHEMBL102647,1,3705
CHEMBL102650,1,3705
CHEMBL102651,1,3705
CHEMBL102656,3,3705
CHEMBL10266,4,3705
CHEMBL102674,1,3705
CHEMBL102675,1,3705
CHEMBL102686,1,3705
CHEMBL102688,4,3705
CHEMBL102690,3,3705
CHEMBL102692,2,3705
CHEMBL102695,1,3705
CHEMBL102698,5,3705
CHEMBL1027,4,3705
CHEMBL10270,3,3705
CHEMBL102701,1,3705
CHEMBL102705,3,3705
CHEMBL10271,1,3705
CHEMBL102712,1,3705
CHEMBL102714,14,3705
CHEMBL102718,2,3705
CHEMBL102720,4,3705
CHEMBL102722,3,3705
CHEMBL102726,4,3705
CHEMBL102727,1,3705
CHEMBL102728,1,3705
CHEMBL10273,1,3705
CHEMBL102730,1,3705
CHEMBL102740,2,3705
CHEMBL102753,3,3705
CHEMBL102754,4,3705
CHEMBL102756,1,3705
CHEMBL102759,1,3705
CHEMBL10276,2,3705
CHEMBL102762,1,3705
CHEMBL102766,1,3705
CHEMBL102770,1,3705
CHEMBL102773,2,3705
CHEMBL102779,2,3705
CHEMBL102784,1,3705
CHEMBL102785,5,3705
CHEMBL102786,1,3705
CHEMBL10279,1,3705
CHEMBL102791,1,3705
CHEMBL102793,2,3705
CHEMBL102794,1,3705
CHEMBL102795,1,3705
CHEMBL102797,2,3705
CHEMBL102798,5,3705
CHEMBL102801,1,3705
CHEMBL102807,1,3705
CHEMBL102811,1,3705
CHEMBL102813,1,3705
CHEMBL102815,1,3705
CHEMBL102821,1,3705
CHEMBL102825,2,3705
CHEMBL102826,1,3705
CHEMBL102835,1,3705
CHEMBL102836,1,3705
CHEMBL10284,9,3705
CHEMBL102840,2,3705
CHEMBL102847,2,3705
CHEMBL102850,1,3705
CHEMBL102853,1,3705
CHEMBL102858,7,3705
CHEMBL102860,2,3705
CHEMBL102861,1,3705
CHEMBL102862,1,3705
CHEMBL102863,1,3705
CHEMBL102866,1,3705
CHEMBL102867,2,3705
CHEMBL102868,2,3705
CHEMBL102870,3,3705
CHEMBL102871,1,3705
CHEMBL102872,1,3705
CHEMBL102873,1,3705
CHEMBL102879,1,3705
CHEMBL102884,2,3705
CHEMBL102887,1,3705
CHEMBL10289,3,3705
CHEMBL102891,1,3705
CHEMBL1029,8,3705
CHEMBL102900,3,3705
CHEMBL102901,5,3705
CHEMBL102904,3,3705
CHEMBL102908,1,3705
CHEMBL102911,1,3705
CHEMBL102912,1,3705
CHEMBL102916,2,3705
CHEMBL102917,1,3705
CHEMBL102919,2,3705
CHEMBL10292,1,3705
CHEMBL102922,3,3705
CHEMBL102923,1,3705
CHEMBL102925,3,3705
CHEMBL102926,3,3705
CHEMBL102928,1,3705
CHEMBL102929,2,3705
CHEMBL10293,2,3705
CHEMBL102930,2,3705
CHEMBL102932,1,3705
CHEMBL102937,1,3705
CHEMBL102938,2,3705
CHEMBL102939,1,3705
CHEMBL102941,1,3705
CHEMBL102946,1,3705
CHEMBL10295,1,3705
CHEMBL102953,1,3705
CHEMBL102954,1,3705
CHEMBL102955,1,3705
CHEMBL10296,2,3705
CHEMBL102967,1,3705
CHEMBL102969,2,3705
CHEMBL102971,1,3705
CHEMBL102974,2,3705
CHEMBL102976,1,3705
CHEMBL102978,1,3705
CHEMBL102979,1,3705
CHEMBL102981,2,3705
CHEMBL102984,3,3705
CHEMBL102989,1,3705
CHEMBL102991,7,3705
CHEMBL102994,2,3705
CHEMBL102996,1,3705
CHEMBL102999,2,3705
CHEMBL103,21,3705
CHEMBL103001,2,3705
CHEMBL103003,1,3705
CHEMBL103005,1,3705
CHEMBL103009,1,3705
CHEMBL103011,1,3705
CHEMBL103012,1,3705
CHEMBL103014,1,3705
CHEMBL103015,3,3705
CHEMBL10302,1,3705
CHEMBL103027,3,3705
CHEMBL103028,2,3705
CHEMBL103029,2,3705
CHEMBL10303,2,3705
CHEMBL103039,1,3705
CHEMBL10304,1,3705
CHEMBL103040,1,3705
CHEMBL103041,1,3705
CHEMBL103043,5,3705
CHEMBL103045,2,3705
CHEMBL10305,1,3705
CHEMBL103055,8,3705
CHEMBL103058,1,3705
CHEMBL103059,3,3705
CHEMBL103063,1,3705
CHEMBL103065,1,3705
CHEMBL103066,1,3705
CHEMBL10307,1,3705
CHEMBL103073,2,3705
CHEMBL103077,2,3705
CHEMBL103078,2,3705
CHEMBL103082,1,3705
CHEMBL103085,1,3705
CHEMBL103086,1,3705
CHEMBL103087,1,3705
CHEMBL10309,2,3705
CHEMBL103090,2,3705
CHEMBL103091,7,3705
CHEMBL103092,4,3705
CHEMBL103102,1,3705
CHEMBL103104,2,3705
CHEMBL103105,1,3705
CHEMBL103115,2,3705
CHEMBL103117,1,3705
CHEMBL103118,1,3705
CHEMBL103119,2,3705
CHEMBL10312,1,3705
CHEMBL103131,1,3705
CHEMBL103137,2,3705
CHEMBL103139,1,3705
CHEMBL10314,1,3705
CHEMBL103143,1,3705
CHEMBL103144,2,3705
CHEMBL103147,1,3705
CHEMBL10315,1,3705
CHEMBL103150,3,3705
CHEMBL103152,2,3705
CHEMBL103153,1,3705
CHEMBL103156,2,3705
CHEMBL103157,2,3705
CHEMBL10316,11,3705
CHEMBL103160,1,3705
CHEMBL10317,1,3705
CHEMBL103182,2,3705
CHEMBL103189,3,3705
CHEMBL103190,2,3705
CHEMBL103191,2,3705
CHEMBL103192,1,3705
CHEMBL103194,3,3705
CHEMBL103195,2,3705
CHEMBL103197,1,3705
CHEMBL103201,2,3705
CHEMBL103205,2,3705
CHEMBL103208,2,3705
CHEMBL103211,1,3705
CHEMBL103219,1,3705
CHEMBL103221,1,3705
CHEMBL103223,1,3705
CHEMBL103227,2,3705
CHEMBL103228,2,3705
CHEMBL103229,2,3705
CHEMBL103232,4,3705
CHEMBL103237,1,3705
CHEMBL103238,2,3705
CHEMBL103255,1,3705
CHEMBL103262,2,3705
CHEMBL103268,1,3705
CHEMBL10327,2,3705
CHEMBL103271,1,3705
CHEMBL103276,1,3705
CHEMBL103279,1,3705
CHEMBL10328,2,3705
CHEMBL103284,1,3705
CHEMBL103285,1,3705
CHEMBL103290,2,3705
CHEMBL103291,2,3705
CHEMBL103293,1,3705
CHEMBL103294,2,3705
CHEMBL103297,2,3705
CHEMBL103299,3,3705
CHEMBL103302,2,3705
CHEMBL103305,2,3705
CHEMBL103306,2,3705
CHEMBL103307,3,3705
CHEMBL103312,1,3705
CHEMBL103313,1,3705
CHEMBL103319,2,3705
CHEMBL10332,3,3705
CHEMBL103325,2,3705
CHEMBL103327,1,3705
CHEMBL10333,1,3705
CHEMBL10334,2,3705
CHEMBL103340,1,3705
CHEMBL103342,2,3705
CHEMBL103343,1,3705
CHEMBL103346,2,3705
CHEMBL103348,1,3705
CHEMBL103349,2,3705
CHEMBL10335,3,3705
CHEMBL103355,2,3705
CHEMBL103361,3,3705
CHEMBL103367,1,3705
CHEMBL103371,3,3705
CHEMBL103378,1,3705
CHEMBL103382,1,3705
CHEMBL103388,3,3705
CHEMBL103392,3,3705
CHEMBL103394,1,3705
CHEMBL103396,2,3705
CHEMBL103398,3,3705
CHEMBL1034,6,3705
CHEMBL103402,1,3705
CHEMBL103406,2,3705
CHEMBL103407,3,3705
CHEMBL10341,1,3705
CHEMBL103413,3,3705
CHEMBL103415,3,3705
CHEMBL103418,4,3705
CHEMBL10342,1,3705
CHEMBL103420,3,3705
CHEMBL103421,3,3705
CHEMBL103424,4,3705
CHEMBL103430,1,3705
CHEMBL103433,1,3705
CHEMBL103439,1,3705
CHEMBL103440,1,3705
CHEMBL103441,2,3705
CHEMBL103442,4,3705
CHEMBL10345,1,3705
CHEMBL103454,1,3705
CHEMBL103455,2,3705
CHEMBL103456,1,3705
CHEMBL103457,1,3705
CHEMBL103458,2,3705
CHEMBL103459,1,3705
CHEMBL10346,1,3705
CHEMBL103462,1,3705
CHEMBL103463,2,3705
CHEMBL103468,1,3705
CHEMBL103469,4,3705
CHEMBL10347,12,3705
CHEMBL103474,1,3705
CHEMBL103478,3,3705
CHEMBL103479,8,3705
CHEMBL10348,1,3705
CHEMBL103480,1,3705
CHEMBL103484,1,3705
CHEMBL103485,1,3705
CHEMBL103487,1,3705
CHEMBL103490,1,3705
CHEMBL10350,1,3705
CHEMBL103501,1,3705
CHEMBL103503,4,3705
CHEMBL103504,3,3705
CHEMBL103506,6,3705
CHEMBL103510,1,3705
CHEMBL103512,2,3705
CHEMBL103514,1,3705
CHEMBL103515,1,3705
CHEMBL103519,1,3705
CHEMBL10352,1,3705
CHEMBL103522,1,3705
CHEMBL103523,2,3705
CHEMBL103524,3,3705
CHEMBL103529,2,3705
CHEMBL103534,2,3705
CHEMBL103547,1,3705
CHEMBL103548,1,3705
CHEMBL103549,3,3705
CHEMBL10355,2,3705
CHEMBL103550,4,3705
CHEMBL103552,4,3705
CHEMBL103553,3,3705
CHEMBL103558,1,3705
CHEMBL103559,3,3705
CHEMBL10356,1,3705
CHEMBL103563,3,3705
CHEMBL10357,1,3705
CHEMBL10358,1,3705
CHEMBL103580,2,3705
CHEMBL103581,1,3705
CHEMBL103585,1,3705
CHEMBL103588,2,3705
CHEMBL103589,1,3705
CHEMBL103590,1,3705
CHEMBL103592,5,3705
CHEMBL103594,1,3705
CHEMBL103595,1,3705
CHEMBL1036,3,3705
CHEMBL103600,2,3705
CHEMBL103605,2,3705
CHEMBL103613,1,3705
CHEMBL103615,3,3705
CHEMBL103621,1,3705
CHEMBL103622,2,3705
CHEMBL103623,1,3705
CHEMBL103627,1,3705
CHEMBL103628,6,3705
CHEMBL103630,3,3705
CHEMBL103633,2,3705
CHEMBL103634,1,3705
CHEMBL103635,1,3705
CHEMBL103642,1,3705
CHEMBL103648,1,3705
CHEMBL103649,5,3705
CHEMBL103650,2,3705
CHEMBL103656,1,3705
CHEMBL103657,1,3705
CHEMBL103658,1,3705
CHEMBL10366,2,3705
CHEMBL103661,1,3705
CHEMBL103662,2,3705
CHEMBL103667,84,3705
CHEMBL103685,1,3705
CHEMBL103686,1,3705
CHEMBL103688,2,3705
CHEMBL10369,1,3705
CHEMBL103690,1,3705
CHEMBL103691,1,3705
CHEMBL103692,1,3705
CHEMBL103695,2,3705
CHEMBL103701,2,3705
CHEMBL103702,1,3705
CHEMBL103707,2,3705
CHEMBL103712,1,3705
CHEMBL103713,1,3705
CHEMBL103715,2,3705
CHEMBL10372,4,3705
CHEMBL103725,1,3705
CHEMBL103729,1,3705
CHEMBL10373,1,3705
CHEMBL103733,1,3705
CHEMBL103734,1,3705
CHEMBL103737,1,3705
CHEMBL103738,1,3705
CHEMBL103739,2,3705
CHEMBL10374,3,3705
CHEMBL103743,1,3705
CHEMBL103744,1,3705
CHEMBL103748,1,3705
CHEMBL103750,2,3705
CHEMBL103755,1,3705
CHEMBL103756,1,3705
CHEMBL103757,3,3705
CHEMBL103763,1,3705
CHEMBL103769,4,3705
CHEMBL103770,3,3705
CHEMBL103772,4,3705
CHEMBL10378,4,3705
CHEMBL103782,1,3705
CHEMBL103784,1,3705
CHEMBL103785,3,3705
CHEMBL103787,2,3705
CHEMBL103788,1,3705
CHEMBL103790,1,3705
CHEMBL103791,1,3705
CHEMBL103796,2,3705
CHEMBL103802,3,3705
CHEMBL103805,2,3705
CHEMBL103812,1,3705
CHEMBL103813,1,3705
CHEMBL103816,2,3705
CHEMBL103817,4,3705
CHEMBL10382,1,3705
CHEMBL103820,4,3705
CHEMBL103825,3,3705
CHEMBL103828,1,3705
CHEMBL103829,2,3705
CHEMBL103836,1,3705
CHEMBL103838,1,3705
CHEMBL103839,1,3705
CHEMBL103841,1,3705
CHEMBL103842,1,3705
CHEMBL103846,2,3705
CHEMBL103848,1,3705
CHEMBL103849,1,3705
CHEMBL10385,1,3705
CHEMBL103851,1,3705
CHEMBL103854,2,3705
CHEMBL103857,2,3705
CHEMBL103859,1,3705
CHEMBL103860,2,3705
CHEMBL103861,1,3705
CHEMBL103862,1,3705
CHEMBL103864,1,3705
CHEMBL103865,1,3705
CHEMBL103867,1,3705
CHEMBL103870,1,3705
CHEMBL103871,3,3705
CHEMBL103873,2,3705
CHEMBL103874,2,3705
CHEMBL10388,1,3705
CHEMBL103890,1,3705
CHEMBL103891,1,3705
CHEMBL103898,1,3705
CHEMBL103900,2,3705
CHEMBL103905,1,3705
CHEMBL103909,1,3705
CHEMBL103912,2,3705
CHEMBL103919,1,3705
CHEMBL103924,1,3705
CHEMBL103929,1,3705
CHEMBL103936,2,3705
CHEMBL103937,2,3705
CHEMBL103938,1,3705
CHEMBL103939,1,3705
CHEMBL103940,1,3705
CHEMBL103941,1,3705
CHEMBL103945,3,3705
CHEMBL103951,2,3705
CHEMBL103952,2,3705
CHEMBL103955,1,3705
CHEMBL103957,1,3705
CHEMBL103966,1,3705
CHEMBL103968,2,3705
CHEMBL103971,1,3705
CHEMBL103976,1,3705
CHEMBL103979,2,3705
CHEMBL103981,1,3705
CHEMBL103983,2,3705
CHEMBL103984,1,3705
CHEMBL103993,3,3705
CHEMBL104,55,3705
CHEMBL1040,1,3705
CHEMBL104000,1,3705
CHEMBL104001,1,3705
CHEMBL104005,1,3705
CHEMBL104009,1,3705
CHEMBL104020,1,3705
CHEMBL104021,5,3705
CHEMBL104022,4,3705
CHEMBL104025,2,3705
CHEMBL104026,3,3705
CHEMBL104027,1,3705
CHEMBL104028,2,3705
CHEMBL104031,1,3705
CHEMBL104032,1,3705
CHEMBL104035,1,3705
CHEMBL104037,1,3705
CHEMBL104041,1,3705
CHEMBL104042,5,3705
CHEMBL104044,1,3705
CHEMBL104047,2,3705
CHEMBL104050,1,3705
CHEMBL104051,1,3705
CHEMBL104054,2,3705
CHEMBL104058,2,3705
CHEMBL104060,1,3705
CHEMBL104061,3,3705
CHEMBL104062,1,3705
CHEMBL104063,2,3705
CHEMBL104067,4,3705
CHEMBL104071,3,3705
CHEMBL104075,1,3705
CHEMBL104076,3,3705
CHEMBL104079,1,3705
CHEMBL10408,3,3705
CHEMBL104082,2,3705
CHEMBL104088,3,3705
CHEMBL104089,1,3705
CHEMBL10409,1,3705
CHEMBL104092,3,3705
CHEMBL104096,2,3705
CHEMBL104099,1,3705
CHEMBL10410,1,3705
CHEMBL104102,2,3705
CHEMBL104106,1,3705
CHEMBL10411,1,3705
CHEMBL104115,3,3705
CHEMBL104119,2,3705
CHEMBL104126,1,3705
CHEMBL104127,2,3705
CHEMBL104129,1,3705
CHEMBL10413,4,3705
CHEMBL104135,2,3705
CHEMBL104136,1,3705
CHEMBL104137,1,3705
CHEMBL104138,2,3705
CHEMBL104140,1,3705
CHEMBL104141,2,3705
CHEMBL104144,3,3705
CHEMBL104146,1,3705
CHEMBL104147,1,3705
CHEMBL104153,4,3705
CHEMBL104155,2,3705
CHEMBL104156,1,3705
CHEMBL104157,1,3705
CHEMBL104158,4,3705
CHEMBL104159,3,3705
CHEMBL104160,2,3705
CHEMBL104165,1,3705
CHEMBL104166,6,3705
CHEMBL104167,1,3705
CHEMBL104169,3,3705
CHEMBL10417,2,3705
CHEMBL104171,1,3705
CHEMBL104172,1,3705
CHEMBL104173,1,3705
CHEMBL104174,1,3705
CHEMBL104176,1,3705
CHEMBL104177,3,3705
CHEMBL104178,2,3705
CHEMBL104179,2,3705
CHEMBL104180,2,3705
CHEMBL104183,2,3705
CHEMBL104184,1,3705
CHEMBL104190,1,3705
CHEMBL104191,1,3705
CHEMBL104192,2,3705
CHEMBL104193,3,3705
CHEMBL104196,2,3705
CHEMBL104198,1,3705
CHEMBL1042,2,3705
CHEMBL104200,1,3705
CHEMBL104201,2,3705
CHEMBL104204,2,3705
CHEMBL104206,1,3705
CHEMBL104209,1,3705
CHEMBL104210,4,3705
CHEMBL104211,6,3705
CHEMBL104215,1,3705
CHEMBL104216,1,3705
CHEMBL104217,1,3705
CHEMBL104222,2,3705
CHEMBL104223,1,3705
CHEMBL104225,1,3705
CHEMBL104229,3,3705
CHEMBL104230,2,3705
CHEMBL104236,1,3705
CHEMBL104237,1,3705
CHEMBL104238,1,3705
CHEMBL10424,1,3705
CHEMBL104240,1,3705
CHEMBL104241,4,3705
CHEMBL104244,4,3705
CHEMBL104246,2,3705
CHEMBL104248,1,3705
CHEMBL10425,1,3705
CHEMBL104251,1,3705
CHEMBL104256,2,3705
CHEMBL104260,1,3705
CHEMBL104264,7,3705
CHEMBL104267,2,3705
CHEMBL104273,2,3705
CHEMBL104277,1,3705
CHEMBL104279,3,3705
CHEMBL104282,1,3705
CHEMBL104289,1,3705
CHEMBL104290,1,3705
CHEMBL104291,1,3705
CHEMBL104295,1,3705
CHEMBL104296,1,3705
CHEMBL1043,5,3705
CHEMBL104301,1,3705
CHEMBL104302,1,3705
CHEMBL104303,1,3705
CHEMBL104304,3,3705
CHEMBL104305,4,3705
CHEMBL104307,1,3705
CHEMBL104308,2,3705
CHEMBL10431,3,3705
CHEMBL104310,1,3705
CHEMBL104311,1,3705
CHEMBL104313,1,3705
CHEMBL10432,1,3705
CHEMBL104321,2,3705
CHEMBL104322,3,3705
CHEMBL104323,2,3705
CHEMBL104325,1,3705
CHEMBL104330,1,3705
CHEMBL104331,2,3705
CHEMBL104332,5,3705
CHEMBL104333,2,3705
CHEMBL104334,1,3705
CHEMBL104336,1,3705
CHEMBL104338,1,3705
CHEMBL104339,1,3705
CHEMBL104343,1,3705
CHEMBL104344,3,3705
CHEMBL104345,1,3705
CHEMBL104347,1,3705
CHEMBL104348,2,3705
CHEMBL10435,1,3705
CHEMBL104355,4,3705
CHEMBL104357,3,3705
CHEMBL104358,2,3705
CHEMBL104362,2,3705
CHEMBL104370,1,3705
CHEMBL104371,1,3705
CHEMBL104373,1,3705
CHEMBL104374,3,3705
CHEMBL104378,1,3705
CHEMBL10438,1,3705
CHEMBL104380,2,3705
CHEMBL104384,2,3705
CHEMBL104387,3,3705
CHEMBL10439,1,3705
CHEMBL104396,1,3705
CHEMBL104397,1,3705
CHEMBL104399,2,3705
CHEMBL10440,1,3705
CHEMBL104401,1,3705
CHEMBL104405,1,3705
CHEMBL104409,1,3705
CHEMBL10441,3,3705
CHEMBL104410,2,3705
CHEMBL104412,1,3705
CHEMBL104414,3,3705
CHEMBL104416,1,3705
CHEMBL10442,1,3705
CHEMBL104425,3,3705
CHEMBL104426,3,3705
CHEMBL104431,1,3705
CHEMBL104432,1,3705
CHEMBL104435,1,3705
CHEMBL104436,3,3705
CHEMBL104442,1,3705
CHEMBL104444,1,3705
CHEMBL104445,1,3705
CHEMBL104446,4,3705
CHEMBL104450,1,3705
CHEMBL104451,1,3705
CHEMBL104453,4,3705
CHEMBL104455,2,3705
CHEMBL104458,1,3705
CHEMBL104459,1,3705
CHEMBL104463,1,3705
CHEMBL104464,1,3705
CHEMBL104466,4,3705
CHEMBL104467,2,3705
CHEMBL104468,2,3705
CHEMBL104472,8,3705
CHEMBL104474,1,3705
CHEMBL104476,1,3705
CHEMBL104478,2,3705
CHEMBL104481,2,3705
CHEMBL104483,2,3705
CHEMBL104484,4,3705
CHEMBL104485,1,3705
CHEMBL104494,2,3705
CHEMBL104496,3,3705
CHEMBL104497,1,3705
CHEMBL104498,2,3705
CHEMBL10450,1,3705
CHEMBL104502,1,3705
CHEMBL104505,7,3705
CHEMBL10451,1,3705
CHEMBL104513,1,3705
CHEMBL104514,1,3705
CHEMBL104515,2,3705
CHEMBL104519,3,3705
CHEMBL104524,1,3705
CHEMBL10453,1,3705
CHEMBL104530,1,3705
CHEMBL104533,2,3705
CHEMBL104535,1,3705
CHEMBL10454,6,3705
CHEMBL104541,1,3705
CHEMBL104550,1,3705
CHEMBL104551,1,3705
CHEMBL104553,3,3705
CHEMBL104554,1,3705
CHEMBL104557,1,3705
CHEMBL104566,1,3705
CHEMBL104567,1,3705
CHEMBL10457,1,3705
CHEMBL104571,3,3705
CHEMBL104574,5,3705
CHEMBL104578,2,3705
CHEMBL104579,2,3705
CHEMBL104580,2,3705
CHEMBL104583,1,3705
CHEMBL104591,2,3705
CHEMBL104592,1,3705
CHEMBL104593,4,3705
CHEMBL104594,1,3705
CHEMBL104595,1,3705
CHEMBL104598,1,3705
CHEMBL104599,5,3705
CHEMBL1046,4,3705
CHEMBL104613,3,3705
CHEMBL104614,2,3705
CHEMBL104617,1,3705
CHEMBL104618,3,3705
CHEMBL10462,1,3705
CHEMBL104620,1,3705
CHEMBL104621,1,3705
CHEMBL104622,1,3705
CHEMBL104623,1,3705
CHEMBL104624,2,3705
CHEMBL104628,1,3705
CHEMBL104630,1,3705
CHEMBL104631,1,3705
CHEMBL104636,2,3705
CHEMBL104638,2,3705
CHEMBL10464,1,3705
CHEMBL104640,1,3705
CHEMBL104644,1,3705
CHEMBL104647,2,3705
CHEMBL10465,1,3705
CHEMBL104651,2,3705
CHEMBL104654,1,3705
CHEMBL104660,1,3705
CHEMBL104661,1,3705
CHEMBL104663,1,3705
CHEMBL104666,1,3705
CHEMBL104669,3,3705
CHEMBL104670,2,3705
CHEMBL104673,3,3705
CHEMBL104678,2,3705
CHEMBL104679,1,3705
CHEMBL104681,4,3705
CHEMBL104682,1,3705
CHEMBL104684,1,3705
CHEMBL104686,1,3705
CHEMBL104688,1,3705
CHEMBL10469,4,3705
CHEMBL104691,2,3705
CHEMBL104692,4,3705
CHEMBL104693,5,3705
CHEMBL104698,1,3705
CHEMBL10470,1,3705
CHEMBL104705,1,3705
CHEMBL104706,1,3705
CHEMBL104708,2,3705
CHEMBL104709,2,3705
CHEMBL104710,1,3705
CHEMBL104713,2,3705
CHEMBL104714,1,3705
CHEMBL104715,2,3705
CHEMBL104716,2,3705
CHEMBL104719,2,3705
CHEMBL104720,4,3705
CHEMBL104722,4,3705
CHEMBL104728,3,3705
CHEMBL10473,1,3705
CHEMBL104731,1,3705
CHEMBL104732,3,3705
CHEMBL104735,1,3705
CHEMBL104737,1,3705
CHEMBL104739,1,3705
CHEMBL104748,2,3705
CHEMBL104749,2,3705
CHEMBL104751,2,3705
CHEMBL104753,4,3705
CHEMBL104754,1,3705
CHEMBL104756,1,3705
CHEMBL104757,1,3705
CHEMBL104759,2,3705
CHEMBL104761,1,3705
CHEMBL104766,1,3705
CHEMBL104767,1,3705
CHEMBL104770,1,3705
CHEMBL104772,1,3705
CHEMBL104779,4,3705
CHEMBL104783,1,3705
CHEMBL104785,1,3705
CHEMBL104787,2,3705
CHEMBL104788,2,3705
CHEMBL104790,1,3705
CHEMBL104793,1,3705
CHEMBL104796,1,3705
CHEMBL104800,1,3705
CHEMBL104801,1,3705
CHEMBL104803,5,3705
CHEMBL104804,5,3705
CHEMBL104805,2,3705
CHEMBL104808,3,3705
CHEMBL104809,3,3705
CHEMBL104813,3,3705
CHEMBL104814,1,3705
CHEMBL104815,1,3705
CHEMBL104818,1,3705
CHEMBL104824,1,3705
CHEMBL104829,1,3705
CHEMBL104832,2,3705
CHEMBL104834,3,3705
CHEMBL104838,1,3705
CHEMBL104839,2,3705
CHEMBL104841,1,3705
CHEMBL104842,3,3705
CHEMBL104843,1,3705
CHEMBL104844,1,3705
CHEMBL104846,2,3705
CHEMBL104848,1,3705
CHEMBL104850,3,3705
CHEMBL104851,2,3705
CHEMBL104856,2,3705
CHEMBL104857,1,3705
CHEMBL104862,1,3705
CHEMBL104864,1,3705
CHEMBL104866,1,3705
CHEMBL104867,1,3705
CHEMBL104868,1,3705
CHEMBL104870,1,3705
CHEMBL104871,2,3705
CHEMBL104872,2,3705
CHEMBL104873,1,3705
CHEMBL104883,1,3705
CHEMBL104892,1,3705
CHEMBL104896,1,3705
CHEMBL104899,1,3705
CHEMBL1049,1,3705
CHEMBL104903,2,3705
CHEMBL104904,4,3705
CHEMBL104905,1,3705
CHEMBL104908,1,3705
CHEMBL104911,1,3705
CHEMBL104916,3,3705
CHEMBL10492,2,3705
CHEMBL104922,1,3705
CHEMBL104929,1,3705
CHEMBL104930,2,3705
CHEMBL104937,7,3705
CHEMBL104945,1,3705
CHEMBL104946,1,3705
CHEMBL104947,2,3705
CHEMBL104950,1,3705
CHEMBL104953,1,3705
CHEMBL104954,2,3705
CHEMBL104958,1,3705
CHEMBL104961,1,3705
CHEMBL104963,1,3705
CHEMBL104964,1,3705
CHEMBL104966,1,3705
CHEMBL104967,1,3705
CHEMBL104968,1,3705
CHEMBL104970,4,3705
CHEMBL104973,1,3705
CHEMBL104978,1,3705
CHEMBL104981,2,3705
CHEMBL104983,1,3705
CHEMBL104987,1,3705
CHEMBL104988,1,3705
CHEMBL104991,3,3705
CHEMBL104992,1,3705
CHEMBL104993,1,3705
CHEMBL104994,1,3705
CHEMBL104995,3,3705
CHEMBL104998,3,3705
CHEMBL104999,3,3705
CHEMBL1050,3,3705
CHEMBL105000,3,3705
CHEMBL105004,1,3705
CHEMBL105005,1,3705
CHEMBL105009,2,3705
CHEMBL10501,3,3705
CHEMBL105011,2,3705
CHEMBL105013,1,3705
CHEMBL105017,3,3705
CHEMBL10502,1,3705
CHEMBL105025,4,3705
CHEMBL105026,2,3705
CHEMBL105029,1,3705
CHEMBL10503,1,3705
CHEMBL105032,1,3705
CHEMBL105039,1,3705
CHEMBL10504,1,3705
CHEMBL105044,1,3705
CHEMBL105045,2,3705
CHEMBL105046,1,3705
CHEMBL105047,1,3705
CHEMBL105053,1,3705
CHEMBL105054,1,3705
CHEMBL105055,1,3705
CHEMBL105056,1,3705
CHEMBL105060,2,3705
CHEMBL105061,1,3705
CHEMBL105065,1,3705
CHEMBL105067,1,3705
CHEMBL105068,1,3705
CHEMBL105069,1,3705
CHEMBL105071,3,3705
CHEMBL105076,2,3705
CHEMBL105080,1,3705
CHEMBL105081,2,3705
CHEMBL105082,1,3705
CHEMBL105088,1,3705
CHEMBL105089,2,3705
CHEMBL105091,4,3705
CHEMBL105095,1,3705
CHEMBL1051,1,3705
CHEMBL105101,1,3705
CHEMBL105107,1,3705
CHEMBL105109,1,3705
CHEMBL105113,3,3705
CHEMBL105118,4,3705
CHEMBL10512,1,3705
CHEMBL105121,2,3705
CHEMBL105122,5,3705
CHEMBL105124,1,3705
CHEMBL105132,1,3705
CHEMBL105136,1,3705
CHEMBL105137,2,3705
CHEMBL105139,5,3705
CHEMBL105142,5,3705
CHEMBL105148,5,3705
CHEMBL105149,1,3705
CHEMBL105150,2,3705
CHEMBL105151,1,3705
CHEMBL105152,2,3705
CHEMBL105154,1,3705
CHEMBL105160,4,3705
CHEMBL105164,1,3705
CHEMBL10517,1,3705
CHEMBL105171,2,3705
CHEMBL105172,2,3705
CHEMBL105175,1,3705
CHEMBL105177,1,3705
CHEMBL105181,1,3705
CHEMBL105183,1,3705
CHEMBL105193,1,3705
CHEMBL105197,1,3705
CHEMBL105199,2,3705
CHEMBL1052,2,3705
CHEMBL105201,1,3705
CHEMBL105204,3,3705
CHEMBL105205,5,3705
CHEMBL105208,2,3705
CHEMBL10521,1,3705
CHEMBL105212,2,3705
CHEMBL105216,1,3705
CHEMBL105220,1,3705
CHEMBL105224,1,3705
CHEMBL105227,1,3705
CHEMBL10523,2,3705
CHEMBL105233,1,3705
CHEMBL105234,1,3705
CHEMBL105239,1,3705
CHEMBL105240,1,3705
CHEMBL105243,1,3705
CHEMBL105248,2,3705
CHEMBL105252,1,3705
CHEMBL105255,1,3705
CHEMBL105256,1,3705
CHEMBL105257,3,3705
CHEMBL105259,1,3705
CHEMBL10526,1,3705
CHEMBL105260,2,3705
CHEMBL105261,9,3705
CHEMBL105263,1,3705
CHEMBL105267,3,3705
CHEMBL105268,2,3705
CHEMBL10527,1,3705
CHEMBL105273,2,3705
CHEMBL105278,1,3705
