molecule_chembl_id,M,N
CHEMBL105279,5,3705
CHEMBL105280,1,3705
CHEMBL105289,1,3705
CHEMBL10529,1,3705
CHEMBL105292,2,3705
CHEMBL105295,2,3705
CHEMBL105296,1,3705
CHEMBL105298,2,3705
CHEMBL105303,1,3705
CHEMBL105304,2,3705
CHEMBL105310,3,3705
CHEMBL105311,5,3705
CHEMBL105312,1,3705
CHEMBL105317,2,3705
CHEMBL10532,1,3705
CHEMBL105327,3,3705
CHEMBL105345,2,3705
CHEMBL105346,1,3705
CHEMBL105348,1,3705
CHEMBL105350,2,3705
CHEMBL105352,1,3705
CHEMBL105354,2,3705
CHEMBL10536,1,3705
CHEMBL105369,3,3705
CHEMBL105370,2,3705
CHEMBL105371,1,3705
CHEMBL105372,2,3705
CHEMBL105374,1,3705
CHEMBL105380,1,3705
CHEMBL105381,2,3705
CHEMBL105383,1,3705
CHEMBL105384,2,3705
CHEMBL105385,3,3705
CHEMBL105386,3,3705
CHEMBL105390,3,3705
CHEMBL105392,1,3705
CHEMBL105393,2,3705
CHEMBL105395,6,3705
CHEMBL1054,11,3705
CHEMBL105404,1,3705
CHEMBL105406,2,3705
CHEMBL105409,1,3705
CHEMBL10541,1,3705
CHEMBL105412,1,3705
CHEMBL105420,1,3705
CHEMBL105421,1,3705
CHEMBL105422,5,3705
CHEMBL105425,2,3705
CHEMBL105427,1,3705
CHEMBL10543,1,3705
CHEMBL105430,1,3705
CHEMBL105435,2,3705
CHEMBL105436,2,3705
CHEMBL105438,1,3705
CHEMBL105439,2,3705
CHEMBL105442,6,3705
CHEMBL10545,1,3705
CHEMBL105453,2,3705
CHEMBL105454,2,3705
CHEMBL105455,1,3705
CHEMBL105457,4,3705
CHEMBL105460,1,3705
CHEMBL105462,3,3705
CHEMBL105475,1,3705
CHEMBL105477,5,3705
CHEMBL105478,1,3705
CHEMBL105483,2,3705
CHEMBL105486,1,3705
CHEMBL105490,4,3705
CHEMBL105494,2,3705
CHEMBL1055,12,3705
CHEMBL105509,2,3705
CHEMBL105512,2,3705
CHEMBL105514,2,3705
CHEMBL105515,3,3705
CHEMBL105516,1,3705
CHEMBL105519,2,3705
CHEMBL10552,2,3705
CHEMBL105521,1,3705
CHEMBL105523,1,3705
CHEMBL105525,1,3705
CHEMBL105526,1,3705
CHEMBL105527,1,3705
CHEMBL105529,1,3705
CHEMBL105530,1,3705
CHEMBL105532,1,3705
CHEMBL105535,5,3705
CHEMBL105537,3,3705
CHEMBL105538,1,3705
CHEMBL10554,1,3705
CHEMBL105543,1,3705
CHEMBL105556,3,3705
CHEMBL105559,1,3705
CHEMBL10556,1,3705
CHEMBL105560,1,3705
CHEMBL105567,2,3705
CHEMBL105568,1,3705
CHEMBL105569,4,3705
CHEMBL10557,1,3705
CHEMBL105570,1,3705
CHEMBL105572,1,3705
CHEMBL105573,1,3705
CHEMBL10558,1,3705
CHEMBL105580,2,3705
CHEMBL105584,2,3705
CHEMBL105587,3,3705
CHEMBL105591,2,3705
CHEMBL105592,1,3705
CHEMBL105593,4,3705
CHEMBL105594,3,3705
CHEMBL105595,2,3705
CHEMBL105597,2,3705
CHEMBL10560,5,3705
CHEMBL105600,2,3705
CHEMBL105601,2,3705
CHEMBL105603,1,3705
CHEMBL105606,1,3705
CHEMBL105607,1,3705
CHEMBL10561,1,3705
CHEMBL105612,1,3705
CHEMBL105613,1,3705
CHEMBL105618,2,3705
CHEMBL105619,2,3705
CHEMBL105620,3,3705
CHEMBL105622,1,3705
CHEMBL105623,2,3705
CHEMBL105625,1,3705
CHEMBL105627,1,3705
CHEMBL105629,1,3705
CHEMBL105631,1,3705
CHEMBL105637,1,3705
CHEMBL10564,1,3705
CHEMBL105642,1,3705
CHEMBL105645,1,3705
CHEMBL105647,1,3705
CHEMBL105654,1,3705
CHEMBL105659,1,3705
CHEMBL105661,1,3705
CHEMBL105665,1,3705
CHEMBL105669,3,3705
CHEMBL105671,1,3705
CHEMBL105672,6,3705
CHEMBL105673,1,3705
CHEMBL105674,5,3705
CHEMBL105678,1,3705
CHEMBL105686,1,3705
CHEMBL105688,1,3705
CHEMBL10569,1,3705
CHEMBL105690,1,3705
CHEMBL105691,1,3705
CHEMBL105693,2,3705
CHEMBL105694,1,3705
CHEMBL105696,1,3705
CHEMBL10570,3,3705
CHEMBL105702,1,3705
CHEMBL105705,1,3705
CHEMBL105708,2,3705
CHEMBL105712,2,3705
CHEMBL105713,1,3705
CHEMBL105722,4,3705
CHEMBL105725,1,3705
CHEMBL105726,2,3705
CHEMBL105730,1,3705
CHEMBL105731,1,3705
CHEMBL105733,1,3705
CHEMBL105739,11,3705
CHEMBL105740,1,3705
CHEMBL105742,2,3705
CHEMBL105743,4,3705
CHEMBL105745,2,3705
CHEMBL105747,2,3705
CHEMBL105758,1,3705
CHEMBL105759,1,3705
CHEMBL105762,4,3705
CHEMBL105763,1,3705
CHEMBL105764,1,3705
CHEMBL105765,1,3705
CHEMBL105766,1,3705
CHEMBL105768,1,3705
CHEMBL105774,2,3705
CHEMBL105775,3,3705
CHEMBL105779,1,3705
CHEMBL105780,1,3705
CHEMBL105782,1,3705
CHEMBL105784,2,3705
CHEMBL10579,1,3705
CHEMBL105790,1,3705
CHEMBL105791,1,3705
CHEMBL105792,2,3705
CHEMBL105795,1,3705
CHEMBL105800,1,3705
CHEMBL105802,1,3705
CHEMBL105803,2,3705
CHEMBL105805,3,3705
CHEMBL105819,3,3705
CHEMBL105820,2,3705
CHEMBL105821,2,3705
CHEMBL105823,2,3705
CHEMBL105825,1,3705
CHEMBL105827,3,3705
CHEMBL105830,2,3705
CHEMBL105834,2,3705
CHEMBL105836,1,3705
CHEMBL105847,1,3705
CHEMBL105849,1,3705
CHEMBL10585,1,3705
CHEMBL105850,1,3705
CHEMBL105856,1,3705
CHEMBL105861,1,3705
CHEMBL105874,3,3705
CHEMBL105875,2,3705
CHEMBL10588,2,3705
CHEMBL10589,2,3705
CHEMBL105890,1,3705
CHEMBL105893,2,3705
CHEMBL105894,1,3705
CHEMBL105897,2,3705
CHEMBL105899,2,3705
CHEMBL10590,3,3705
CHEMBL105902,1,3705
CHEMBL105908,1,3705
CHEMBL105909,1,3705
CHEMBL10591,1,3705
CHEMBL105913,4,3705
CHEMBL105925,1,3705
CHEMBL105926,1,3705
CHEMBL105929,2,3705
CHEMBL105932,1,3705
CHEMBL105935,1,3705
CHEMBL105938,1,3705
CHEMBL105945,5,3705
CHEMBL105951,1,3705
CHEMBL105952,3,3705
CHEMBL105955,1,3705
CHEMBL105958,4,3705
CHEMBL105960,1,3705
CHEMBL105961,2,3705
CHEMBL105962,5,3705
CHEMBL105967,4,3705
CHEMBL105968,3,3705
CHEMBL105970,3,3705
CHEMBL105971,1,3705
CHEMBL105975,1,3705
CHEMBL105977,2,3705
CHEMBL105979,3,3705
CHEMBL105980,1,3705
CHEMBL105981,1,3705
CHEMBL105983,2,3705
CHEMBL105987,1,3705
CHEMBL105994,2,3705
CHEMBL105995,1,3705
CHEMBL105996,2,3705
CHEMBL105997,2,3705
CHEMBL106,3,3705
CHEMBL1060,1,3705
CHEMBL10600,1,3705
CHEMBL106001,1,3705
CHEMBL106007,1,3705
CHEMBL106011,4,3705
CHEMBL106016,5,3705
CHEMBL10602,2,3705
CHEMBL106022,2,3705
CHEMBL106023,1,3705
CHEMBL106024,2,3705
CHEMBL106025,2,3705
CHEMBL106027,2,3705
CHEMBL106028,1,3705
CHEMBL10603,1,3705
CHEMBL106035,2,3705
CHEMBL10604,1,3705
CHEMBL106040,2,3705
CHEMBL106043,4,3705
CHEMBL106045,2,3705
CHEMBL106047,2,3705
CHEMBL106055,1,3705
CHEMBL106061,4,3705
CHEMBL106062,1,3705
CHEMBL106065,1,3705
CHEMBL106066,1,3705
CHEMBL106068,1,3705
CHEMBL106069,1,3705
CHEMBL10607,2,3705
CHEMBL106070,1,3705
CHEMBL106071,2,3705
CHEMBL106072,1,3705
CHEMBL106078,1,3705
CHEMBL106079,6,3705
CHEMBL106082,4,3705
CHEMBL106083,1,3705
CHEMBL106084,4,3705
CHEMBL106085,2,3705
CHEMBL106087,1,3705
CHEMBL106088,1,3705
CHEMBL106093,1,3705
CHEMBL106095,1,3705
CHEMBL106098,2,3705
CHEMBL106099,1,3705
CHEMBL10610,1,3705
CHEMBL106100,1,3705
CHEMBL106101,1,3705
CHEMBL106106,1,3705
CHEMBL106107,1,3705
CHEMBL106111,1,3705
CHEMBL106115,1,3705
CHEMBL106116,1,3705
CHEMBL106118,1,3705
CHEMBL106119,2,3705
CHEMBL10612,1,3705
CHEMBL106120,1,3705
CHEMBL106124,2,3705
CHEMBL106126,2,3705
CHEMBL106132,1,3705
CHEMBL106134,1,3705
CHEMBL10614,1,3705
CHEMBL10615,1,3705
CHEMBL106151,1,3705
CHEMBL106153,1,3705
CHEMBL106154,1,3705
CHEMBL106155,4,3705
CHEMBL106158,2,3705
CHEMBL106167,1,3705
CHEMBL106169,2,3705
CHEMBL106170,1,3705
CHEMBL106176,2,3705
CHEMBL106180,1,3705
CHEMBL106184,1,3705
CHEMBL106186,1,3705
CHEMBL106187,2,3705
CHEMBL106189,3,3705
CHEMBL10619,1,3705
CHEMBL106190,3,3705
CHEMBL106192,1,3705
CHEMBL106193,1,3705
CHEMBL1062,9,3705
CHEMBL106200,2,3705
CHEMBL106202,5,3705
CHEMBL106203,1,3705
CHEMBL106205,1,3705
CHEMBL106206,1,3705
CHEMBL106208,2,3705
CHEMBL106209,2,3705
CHEMBL106210,1,3705
CHEMBL106212,1,3705
CHEMBL106213,1,3705
CHEMBL106217,1,3705
CHEMBL106218,5,3705
CHEMBL106219,5,3705
CHEMBL10622,1,3705
CHEMBL106224,5,3705
CHEMBL106226,1,3705
CHEMBL106229,2,3705
CHEMBL106231,1,3705
CHEMBL106232,4,3705
CHEMBL106233,1,3705
CHEMBL106235,2,3705
CHEMBL106237,1,3705
CHEMBL106239,1,3705
CHEMBL106247,3,3705
CHEMBL10625,1,3705
CHEMBL106253,3,3705
CHEMBL106255,1,3705
CHEMBL106256,2,3705
CHEMBL106257,1,3705
CHEMBL106259,2,3705
CHEMBL106261,2,3705
CHEMBL106264,2,3705
CHEMBL106265,5,3705
CHEMBL106273,1,3705
CHEMBL106283,2,3705
CHEMBL106293,1,3705
CHEMBL106294,1,3705
CHEMBL106295,3,3705
CHEMBL106298,1,3705
CHEMBL106299,2,3705
CHEMBL1063,1,3705
CHEMBL106300,2,3705
CHEMBL106302,2,3705
CHEMBL106304,1,3705
CHEMBL106314,2,3705
CHEMBL106319,2,3705
CHEMBL106326,1,3705
CHEMBL106328,1,3705
CHEMBL106329,1,3705
CHEMBL106332,1,3705
CHEMBL106334,1,3705
CHEMBL106344,4,3705
CHEMBL106346,4,3705
CHEMBL106348,4,3705
CHEMBL10635,2,3705
CHEMBL106351,2,3705
CHEMBL106356,1,3705
CHEMBL106358,1,3705
CHEMBL106359,3,3705
CHEMBL10636,1,3705
CHEMBL106366,3,3705
CHEMBL106369,2,3705
CHEMBL106375,2,3705
CHEMBL106378,1,3705
CHEMBL106380,1,3705
CHEMBL106381,1,3705
CHEMBL106384,6,3705
CHEMBL106386,1,3705
CHEMBL106388,1,3705
CHEMBL106391,1,3705
CHEMBL106395,3,3705
CHEMBL1064,4,3705
CHEMBL10640,2,3705
CHEMBL106404,2,3705
CHEMBL106406,2,3705
CHEMBL106412,3,3705
CHEMBL106413,1,3705
CHEMBL106418,1,3705
CHEMBL106420,2,3705
CHEMBL106432,3,3705
CHEMBL106437,4,3705
CHEMBL106438,1,3705
CHEMBL10644,1,3705
CHEMBL106440,1,3705
CHEMBL106442,1,3705
CHEMBL106444,1,3705
CHEMBL106445,1,3705
CHEMBL106447,1,3705
CHEMBL106457,1,3705
CHEMBL106459,2,3705
CHEMBL10646,2,3705
CHEMBL106463,1,3705
CHEMBL106467,1,3705
CHEMBL106468,1,3705
CHEMBL10648,1,3705
CHEMBL106480,1,3705
CHEMBL106481,2,3705
CHEMBL106482,1,3705
CHEMBL106483,3,3705
CHEMBL106487,2,3705
CHEMBL106489,1,3705
CHEMBL106493,1,3705
CHEMBL106494,1,3705
CHEMBL1065,12,3705
CHEMBL10650,1,3705
CHEMBL106503,2,3705
CHEMBL106504,2,3705
CHEMBL106505,5,3705
CHEMBL106507,1,3705
CHEMBL106509,1,3705
CHEMBL106511,2,3705
CHEMBL106512,1,3705
CHEMBL106515,1,3705
CHEMBL106516,4,3705
CHEMBL106518,1,3705
CHEMBL106520,3,3705
CHEMBL106521,1,3705
CHEMBL106525,5,3705
CHEMBL106527,3,3705
CHEMBL106528,1,3705
CHEMBL106529,1,3705
CHEMBL106533,1,3705
CHEMBL106543,1,3705
CHEMBL106545,4,3705
CHEMBL10655,4,3705
CHEMBL106555,1,3705
CHEMBL106558,1,3705
CHEMBL10656,1,3705
CHEMBL106561,1,3705
CHEMBL106562,1,3705
CHEMBL106567,2,3705
CHEMBL106569,1,3705
CHEMBL10657,2,3705
CHEMBL106571,1,3705
CHEMBL106572,2,3705
CHEMBL106574,1,3705
CHEMBL106577,1,3705
CHEMBL106581,2,3705
CHEMBL106582,1,3705
CHEMBL10659,1,3705
CHEMBL106592,1,3705
CHEMBL106596,3,3705
CHEMBL106598,2,3705
CHEMBL106599,1,3705
CHEMBL1066,1,3705
CHEMBL106602,2,3705
CHEMBL106608,2,3705
CHEMBL106609,1,3705
CHEMBL10661,2,3705
CHEMBL106610,2,3705
CHEMBL106612,2,3705
CHEMBL106622,3,3705
CHEMBL106627,1,3705
CHEMBL106628,1,3705
CHEMBL10663,1,3705
CHEMBL106635,3,3705
CHEMBL106654,1,3705
CHEMBL10666,1,3705
CHEMBL106660,3,3705
CHEMBL106665,1,3705
CHEMBL106666,4,3705
CHEMBL10667,1,3705
CHEMBL106674,1,3705
CHEMBL106675,1,3705
CHEMBL106678,1,3705
CHEMBL10668,1,3705
CHEMBL106682,1,3705
CHEMBL106683,1,3705
CHEMBL106684,3,3705
CHEMBL106709,2,3705
CHEMBL10671,4,3705
CHEMBL106718,2,3705
CHEMBL10672,4,3705
CHEMBL106720,1,3705
CHEMBL106722,1,3705
CHEMBL106728,1,3705
CHEMBL106729,2,3705
CHEMBL10673,3,3705
CHEMBL106734,1,3705
CHEMBL106737,5,3705
CHEMBL106739,1,3705
CHEMBL10674,4,3705
CHEMBL106740,2,3705
CHEMBL106742,2,3705
CHEMBL106743,2,3705
CHEMBL106746,3,3705
CHEMBL106749,1,3705
CHEMBL106751,2,3705
CHEMBL106754,1,3705
CHEMBL106756,2,3705
CHEMBL106758,3,3705
CHEMBL10676,1,3705
CHEMBL106767,2,3705
CHEMBL10677,1,3705
CHEMBL106772,5,3705
CHEMBL106773,1,3705
CHEMBL106780,2,3705
CHEMBL106782,4,3705
CHEMBL106784,2,3705
CHEMBL106785,4,3705
CHEMBL106787,1,3705
CHEMBL106790,1,3705
CHEMBL106793,1,3705
CHEMBL106794,2,3705
CHEMBL106801,1,3705
CHEMBL106803,1,3705
CHEMBL106807,2,3705
CHEMBL106813,1,3705
CHEMBL106816,2,3705
CHEMBL106817,3,3705
CHEMBL10682,1,3705
CHEMBL106820,2,3705
CHEMBL106822,1,3705
CHEMBL106827,1,3705
CHEMBL106828,1,3705
CHEMBL106836,1,3705
CHEMBL106837,3,3705
CHEMBL106839,3,3705
CHEMBL106841,1,3705
CHEMBL106846,1,3705
CHEMBL106848,5,3705
CHEMBL106849,2,3705
CHEMBL106853,3,3705
CHEMBL106854,2,3705
CHEMBL106862,2,3705
CHEMBL106864,1,3705
CHEMBL106865,1,3705
CHEMBL106869,1,3705
CHEMBL106872,3,3705
CHEMBL106874,1,3705
CHEMBL106876,3,3705
CHEMBL106877,2,3705
CHEMBL106880,2,3705
CHEMBL106884,2,3705
CHEMBL106886,2,3705
CHEMBL106888,1,3705
CHEMBL106891,3,3705
CHEMBL106892,2,3705
CHEMBL106896,3,3705
CHEMBL106897,2,3705
CHEMBL1069,3,3705
CHEMBL106904,1,3705
CHEMBL106906,2,3705
CHEMBL106907,1,3705
CHEMBL106909,1,3705
CHEMBL106910,2,3705
CHEMBL106911,2,3705
CHEMBL106913,2,3705
CHEMBL106914,2,3705
CHEMBL106916,2,3705
CHEMBL106917,2,3705
CHEMBL106927,2,3705
CHEMBL106930,1,3705
CHEMBL106931,1,3705
CHEMBL106932,4,3705
CHEMBL106934,1,3705
CHEMBL106936,4,3705
CHEMBL106938,2,3705
CHEMBL106939,4,3705
CHEMBL106944,1,3705
CHEMBL10695,1,3705
CHEMBL106951,1,3705
CHEMBL106953,3,3705
CHEMBL106959,3,3705
CHEMBL106961,1,3705
CHEMBL106966,3,3705
CHEMBL10697,2,3705
CHEMBL106972,1,3705
CHEMBL10698,1,3705
CHEMBL106982,2,3705
CHEMBL106986,3,3705
CHEMBL106987,1,3705
CHEMBL106988,1,3705
CHEMBL10699,1,3705
CHEMBL106992,3,3705
CHEMBL106993,2,3705
CHEMBL106994,1,3705
CHEMBL106998,2,3705
CHEMBL107,17,3705
CHEMBL1070,7,3705
CHEMBL107008,1,3705
CHEMBL107012,2,3705
CHEMBL107019,1,3705
CHEMBL107020,2,3705
CHEMBL107023,1,3705
CHEMBL107039,5,3705
CHEMBL10704,1,3705
CHEMBL107041,1,3705
CHEMBL107048,1,3705
CHEMBL10705,1,3705
CHEMBL107054,2,3705
CHEMBL107058,1,3705
CHEMBL107061,1,3705
CHEMBL107066,1,3705
CHEMBL107068,1,3705
CHEMBL107069,1,3705
CHEMBL107070,2,3705
CHEMBL107071,3,3705
CHEMBL107077,4,3705
CHEMBL107084,2,3705
CHEMBL107088,1,3705
CHEMBL107091,1,3705
CHEMBL107092,2,3705
CHEMBL107097,2,3705
CHEMBL1071,4,3705
CHEMBL10710,1,3705
CHEMBL107101,1,3705
CHEMBL107105,1,3705
CHEMBL107106,1,3705
CHEMBL107110,1,3705
CHEMBL107114,1,3705
CHEMBL107115,1,3705
CHEMBL107116,3,3705
CHEMBL107128,1,3705
CHEMBL107129,2,3705
CHEMBL107132,3,3705
CHEMBL107136,1,3705
CHEMBL107140,2,3705
CHEMBL107141,2,3705
CHEMBL107145,1,3705
CHEMBL107149,1,3705
CHEMBL107151,2,3705
CHEMBL107154,2,3705
CHEMBL107155,1,3705
CHEMBL107156,1,3705
CHEMBL107157,3,3705
CHEMBL10716,1,3705
CHEMBL107161,1,3705
CHEMBL107162,3,3705
CHEMBL107164,3,3705
CHEMBL107166,1,3705
CHEMBL107167,1,3705
CHEMBL107170,1,3705
CHEMBL107171,1,3705
CHEMBL107172,1,3705
CHEMBL107183,1,3705
CHEMBL107188,3,3705
CHEMBL107191,1,3705
CHEMBL107193,2,3705
CHEMBL107197,2,3705
CHEMBL1072,6,3705
CHEMBL107201,2,3705
CHEMBL107203,3,3705
CHEMBL107204,1,3705
CHEMBL107207,3,3705
CHEMBL107208,1,3705
CHEMBL107209,1,3705
CHEMBL107210,2,3705
CHEMBL107212,1,3705
CHEMBL107213,2,3705
CHEMBL107217,6,3705
CHEMBL107218,1,3705
CHEMBL107220,1,3705
CHEMBL107224,1,3705
CHEMBL107225,2,3705
CHEMBL107229,2,3705
CHEMBL107234,1,3705
CHEMBL107235,2,3705
CHEMBL107238,1,3705
CHEMBL10724,1,3705
CHEMBL107244,1,3705
CHEMBL107248,1,3705
CHEMBL107251,7,3705
CHEMBL107254,4,3705
CHEMBL107256,2,3705
CHEMBL107260,1,3705
CHEMBL107263,1,3705
CHEMBL107266,1,3705
CHEMBL107270,1,3705
CHEMBL107271,1,3705
CHEMBL107273,1,3705
CHEMBL107275,2,3705
CHEMBL107277,3,3705
CHEMBL107282,2,3705
CHEMBL107283,1,3705
CHEMBL107284,1,3705
CHEMBL107287,1,3705
CHEMBL107288,4,3705
CHEMBL107291,2,3705
CHEMBL107293,3,3705
CHEMBL1073,6,3705
CHEMBL107306,2,3705
CHEMBL107309,1,3705
CHEMBL107316,1,3705
CHEMBL107320,1,3705
CHEMBL107329,1,3705
CHEMBL10733,2,3705
CHEMBL107333,1,3705
CHEMBL107334,1,3705
CHEMBL107336,2,3705
CHEMBL107337,1,3705
CHEMBL107338,2,3705
CHEMBL107349,1,3705
CHEMBL107351,2,3705
CHEMBL107352,2,3705
CHEMBL107354,2,3705
CHEMBL10736,1,3705
CHEMBL107362,1,3705
CHEMBL107363,1,3705
CHEMBL107365,2,3705
CHEMBL107367,4,3705
CHEMBL107380,1,3705
CHEMBL107382,2,3705
CHEMBL107384,2,3705
CHEMBL107386,3,3705
CHEMBL107388,1,3705
CHEMBL107391,2,3705
CHEMBL107392,3,3705
CHEMBL107394,1,3705
CHEMBL107398,3,3705
CHEMBL10740,1,3705
CHEMBL107400,2,3705
CHEMBL107404,2,3705
CHEMBL107407,2,3705
CHEMBL10741,1,3705
CHEMBL107412,2,3705
CHEMBL107413,2,3705
CHEMBL107414,3,3705
CHEMBL10742,1,3705
CHEMBL107420,3,3705
CHEMBL107423,3,3705
CHEMBL107425,1,3705
CHEMBL107429,2,3705
CHEMBL107430,1,3705
CHEMBL107437,1,3705
CHEMBL107439,1,3705
CHEMBL10744,1,3705
CHEMBL107442,1,3705
CHEMBL107444,5,3705
CHEMBL107446,4,3705
CHEMBL107458,3,3705
CHEMBL107469,2,3705
CHEMBL107472,4,3705
CHEMBL107482,1,3705
CHEMBL107485,1,3705
CHEMBL107486,2,3705
CHEMBL107487,1,3705
CHEMBL107488,2,3705
CHEMBL107492,4,3705
CHEMBL107498,1,3705
CHEMBL107499,1,3705
CHEMBL1075,2,3705
CHEMBL107502,1,3705
CHEMBL107503,2,3705
CHEMBL107507,1,3705
CHEMBL107511,3,3705
CHEMBL107514,1,3705
CHEMBL107519,1,3705
CHEMBL107522,2,3705
CHEMBL107526,1,3705
CHEMBL107528,4,3705
CHEMBL107529,3,3705
CHEMBL107530,2,3705
CHEMBL107533,1,3705
CHEMBL107537,1,3705
CHEMBL107541,2,3705
CHEMBL107546,1,3705
CHEMBL107554,1,3705
CHEMBL107555,1,3705
CHEMBL10756,2,3705
CHEMBL1075626,2,3705
CHEMBL1075628,6,3705
CHEMBL1075629,3,3705
CHEMBL1075632,1,3705
CHEMBL1075636,2,3705
CHEMBL1075640,1,3705
CHEMBL107565,1,3705
CHEMBL107566,2,3705
CHEMBL1075665,1,3705
CHEMBL1075666,1,3705
CHEMBL1075667,1,3705
CHEMBL107568,1,3705
CHEMBL1075682,2,3705
CHEMBL1075683,3,3705
CHEMBL1075703,1,3705
CHEMBL1075704,1,3705
CHEMBL1075705,2,3705
CHEMBL1075706,1,3705
CHEMBL107571,2,3705
CHEMBL107572,1,3705
CHEMBL1075723,3,3705
CHEMBL1075724,3,3705
CHEMBL1075725,2,3705
CHEMBL1075732,3,3705
CHEMBL1075735,1,3705
CHEMBL107574,1,3705
CHEMBL1075772,1,3705
CHEMBL107580,2,3705
CHEMBL1075835,1,3705
CHEMBL1075836,2,3705
CHEMBL1075856,1,3705
CHEMBL1075893,1,3705
CHEMBL1075894,4,3705
CHEMBL1075895,3,3705
CHEMBL10759,1,3705
CHEMBL107591,1,3705
CHEMBL107592,2,3705
CHEMBL107598,1,3705
CHEMBL107599,3,3705
CHEMBL1076,6,3705
CHEMBL10760,3,3705
CHEMBL107600,1,3705
CHEMBL107601,1,3705
CHEMBL107602,1,3705
CHEMBL107608,1,3705
CHEMBL10761,3,3705
CHEMBL1076138,1,3705
CHEMBL107614,1,3705
CHEMBL1076151,1,3705
CHEMBL107616,1,3705
CHEMBL1076162,2,3705
CHEMBL1076163,2,3705
CHEMBL107617,2,3705
CHEMBL1076175,1,3705
CHEMBL107618,1,3705
CHEMBL1076184,1,3705
CHEMBL107619,1,3705
CHEMBL1076191,1,3705
CHEMBL1076192,2,3705
CHEMBL1076193,6,3705
CHEMBL1076194,5,3705
CHEMBL1076195,6,3705
CHEMBL1076196,5,3705
CHEMBL1076197,6,3705
CHEMBL1076198,6,3705
CHEMBL1076199,6,3705
CHEMBL1076200,6,3705
CHEMBL1076201,6,3705
CHEMBL1076202,5,3705
CHEMBL1076203,6,3705
CHEMBL1076204,1,3705
CHEMBL1076206,1,3705
CHEMBL1076207,1,3705
CHEMBL1076208,2,3705
CHEMBL1076210,2,3705
CHEMBL1076211,2,3705
CHEMBL1076221,2,3705
CHEMBL1076223,2,3705
CHEMBL1076233,1,3705
CHEMBL1076234,1,3705
CHEMBL1076240,1,3705
CHEMBL1076241,1,3705
CHEMBL1076242,2,3705
CHEMBL1076243,3,3705
CHEMBL1076245,4,3705
CHEMBL1076259,3,3705
CHEMBL1076260,3,3705
CHEMBL1076262,1,3705
CHEMBL1076266,2,3705
CHEMBL1076267,3,3705
CHEMBL1076268,1,3705
CHEMBL107627,5,3705
CHEMBL1076272,1,3705
CHEMBL1076274,1,3705
CHEMBL1076275,2,3705
CHEMBL1076276,1,3705
CHEMBL1076297,1,3705
CHEMBL1076298,1,3705
CHEMBL10763,1,3705
CHEMBL1076300,3,3705
CHEMBL1076306,2,3705
CHEMBL107631,2,3705
CHEMBL1076319,1,3705
CHEMBL107633,2,3705
CHEMBL1076330,2,3705
CHEMBL1076333,2,3705
CHEMBL1076336,1,3705
CHEMBL1076347,5,3705
CHEMBL107635,1,3705
CHEMBL1076350,2,3705
CHEMBL1076360,1,3705
CHEMBL107637,3,3705
CHEMBL107638,1,3705
CHEMBL107639,1,3705
CHEMBL10764,1,3705
CHEMBL1076408,1,3705
CHEMBL107642,1,3705
CHEMBL107643,1,3705
CHEMBL1076432,6,3705
CHEMBL1076433,6,3705
CHEMBL1076436,6,3705
CHEMBL1076437,6,3705
CHEMBL1076438,1,3705
CHEMBL1076439,1,3705
CHEMBL107644,2,3705
CHEMBL1076440,1,3705
CHEMBL1076441,1,3705
CHEMBL1076442,1,3705
CHEMBL1076443,1,3705
CHEMBL1076444,1,3705
CHEMBL1076445,1,3705
CHEMBL1076446,1,3705
CHEMBL1076447,1,3705
CHEMBL1076448,1,3705
CHEMBL1076449,2,3705
CHEMBL1076450,1,3705
CHEMBL1076451,1,3705
CHEMBL1076453,1,3705
CHEMBL1076454,1,3705
CHEMBL107646,1,3705
CHEMBL1076460,1,3705
CHEMBL1076461,2,3705
CHEMBL1076462,1,3705
CHEMBL1076463,1,3705
CHEMBL1076464,1,3705
CHEMBL1076465,6,3705
CHEMBL1076466,6,3705
CHEMBL1076468,6,3705
CHEMBL1076469,6,3705
CHEMBL1076470,6,3705
CHEMBL1076471,6,3705
CHEMBL1076472,6,3705
CHEMBL1076473,6,3705
CHEMBL1076474,5,3705
CHEMBL1076475,5,3705
CHEMBL1076477,6,3705
CHEMBL1076478,6,3705
CHEMBL1076480,5,3705
CHEMBL1076482,1,3705
CHEMBL1076484,1,3705
CHEMBL1076497,1,3705
CHEMBL1076499,1,3705
CHEMBL1076500,1,3705
CHEMBL1076503,2,3705
CHEMBL1076504,2,3705
CHEMBL1076533,5,3705
CHEMBL1076536,4,3705
CHEMBL107654,2,3705
CHEMBL1076541,1,3705
CHEMBL1076547,1,3705
CHEMBL107655,3,3705
CHEMBL1076552,1,3705
CHEMBL1076553,1,3705
CHEMBL1076555,8,3705
CHEMBL1076557,1,3705
CHEMBL1076559,5,3705
CHEMBL107656,2,3705
CHEMBL1076560,1,3705
CHEMBL1076562,4,3705
CHEMBL1076563,3,3705
CHEMBL1076565,1,3705
CHEMBL1076567,1,3705
CHEMBL1076570,1,3705
CHEMBL1076572,3,3705
CHEMBL1076573,3,3705
CHEMBL1076574,3,3705
CHEMBL1076575,3,3705
CHEMBL1076576,3,3705
CHEMBL1076577,3,3705
CHEMBL1076578,3,3705
CHEMBL1076579,3,3705
CHEMBL1076580,2,3705
CHEMBL1076581,2,3705
CHEMBL1076583,1,3705
